driver_kind,decl_id,decl_name,seat_role,holder_role,hidden_domino,action_n,mean_score,max_score,mean_q_delta,tail_low_mass_delta,shelf_high_mass_delta,conditioned_mass
downside,4,fours,bidder,left_setter,5-5,745,9.465194058098248,35.905574798583984,-7.838584512352143,0.09682217091370778,-0.131565879647395,0.3398739892937042
downside,2,twos,right_setter,left_setter,4-0,195,9.4637319063529,29.246957778930664,-7.91627471385858,0.10245123853614459,-0.10458255503804256,0.32146526251526264
downside,0,blanks,bidder,bidder_partner,2-0,27,9.460993863918164,19.983686447143555,-7.792060869711417,0.10032150231267291,-0.13208804886650155,0.30940663580246913
downside,9,no-trump,left_setter,right_setter,5-0,124,9.460643441446367,29.774015426635742,-7.908771537965344,0.10130229439856785,-0.10776575504531784,0.3245074164746544
downside,5,fives,right_setter,bidder,5-2,294,9.452145305823306,27.404958724975586,-7.7556924043464015,0.10968740337700932,-0.1199109846295244,0.4222755709426622
downside,8,doubles-suit,right_setter,left_setter,1-1,95,9.447853065791882,53.656986236572266,-7.949776225340994,0.09974573613144458,-0.09985854970781427,0.29491704260651624
downside,1,ones,right_setter,bidder_partner,6-6,371,9.444198190282297,24.85017204284668,-7.831268199370556,0.10647519363681572,-0.10954120210710802,0.2838950391477345
downside,3,threes,bidder,bidder_partner,3-2,11,9.439105987548828,18.210105895996094,-8.117208567532627,0.1023137244311246,-0.059752018614248795,0.3298920454545454
downside,9,no-trump,bidder,right_setter,2-1,36,9.430291407638126,38.18501663208008,-7.538166403770447,0.14704662809769312,-0.08433172934585148,0.24816203703703701
downside,0,blanks,right_setter,left_setter,5-1,261,9.423039015225523,35.472354888916016,-7.783582082653411,0.10557109727684794,-0.11664611120419256,0.3243393199233717
downside,3,threes,right_setter,bidder_partner,3-0,159,9.422589536732847,46.58987808227539,-8.013621034112367,0.09114893582142866,-0.09888121122552913,0.3248861185983828
downside,4,fours,left_setter,right_setter,6-0,93,9.422378865621424,26.802379608154297,-7.805691890819098,0.10397074441957507,-0.11538426618101777,0.33094860471070137
downside,3,threes,bidder,bidder_partner,2-1,334,9.421103633271006,25.472286224365234,-7.790673132249695,0.11520784629528372,-0.09513680665951757,0.29856938800969496
downside,4,fours,left_setter,bidder,4-3,270,9.41675455128705,26.15906524658203,-8.117502465954534,0.08444106881129469,-0.09093137406226662,0.32542408509700155
downside,6,sixes,bidder_partner,bidder,4-0,197,9.416676141888962,33.52445983886719,-7.785260508508246,0.10836993976375608,-0.10949268297003913,0.2970822002658931
downside,6,sixes,bidder,bidder_partner,2-0,173,9.416325423069772,24.920244216918945,-7.8836535477224805,0.10900062583171563,-0.08853313179297717,0.2826154607074044
downside,6,sixes,left_setter,right_setter,4-2,148,9.411417925680006,25.56450653076172,-7.646698030265602,0.11570696687527202,-0.12153004739131476,0.32177769063706585
downside,9,no-trump,left_setter,bidder_partner,2-2,222,9.407885875250843,34.72413635253906,-7.4514138156229315,0.1289060782569855,-0.13348225583028686,0.3208386154011155
downside,5,fives,bidder,left_setter,6-0,15,9.405467255910237,41.75745391845703,-7.351915232340494,0.10799012581507365,-0.19473016237219173,0.3242902777777778
downside,4,fours,bidder,bidder_partner,3-1,188,9.40247013340605,25.546863555908203,-7.844519526400465,0.09780188042783808,-0.1159816203202973,0.32244661854103324
downside,9,no-trump,bidder,bidder_partner,5-2,57,9.401729224020976,47.46698760986328,-7.7444969478406405,0.09597899803989812,-0.1394884550225055,0.286485380116959
downside,2,twos,right_setter,left_setter,4-3,199,9.399185185456396,35.42279052734375,-7.816348420914693,0.10098670236663963,-0.11448990175472432,0.3063597601100744
downside,4,fours,bidder_partner,right_setter,4-3,263,9.398956060182913,30.892887115478516,-7.827047577375695,0.097739844581315,-0.11888870159288012,0.4073870518739817
downside,8,doubles-suit,bidder_partner,right_setter,4-3,283,9.396500408860062,35.42725372314453,-7.426131745109289,0.15236744967983648,-0.08933816027092047,0.37498695944808996
downside,2,twos,left_setter,right_setter,3-0,187,9.387005114459736,29.511051177978516,-7.578466772714401,0.12010441373885525,-0.12149883227990592,0.3126123472116119
downside,7,doubles,bidder_partner,left_setter,2-2,212,9.386722464044139,22.423715591430664,-7.905330543248159,0.09477202236001107,-0.10665624494415067,0.34822256850853545
downside,2,twos,bidder,right_setter,4-4,343,9.383743629163625,23.05596160888672,-7.7561857714249856,0.10126819126974891,-0.12297373387654402,0.29650693287519103
downside,1,ones,right_setter,left_setter,6-3,163,9.382052561256783,26.366092681884766,-7.528976667878086,0.12233132235220194,-0.12585437890896403,0.3387844544259422
downside,7,doubles,bidder,bidder_partner,5-1,166,9.379647829446448,23.933759689331055,-7.858587234853262,0.09389587806668188,-0.11639550198093955,0.296971403471027
downside,9,no-trump,right_setter,bidder_partner,3-3,508,9.3795853135154,34.32194137573242,-7.37369426028935,0.13202627527050392,-0.13711520930106832,0.3202017013498315
downside,2,twos,right_setter,bidder,6-6,276,9.37782905779887,48.97722625732422,-7.65946536090063,0.11297947668588124,-0.11732669036723235,0.33510486758109015
downside,2,twos,right_setter,bidder_partner,5-3,31,9.374750814130229,24.08283805847168,-7.406748064102665,0.10826826672400197,-0.17706403544833582,0.32693817204301073
downside,6,sixes,right_setter,bidder,6-3,501,9.366670695488562,44.11274337768555,-7.831254365677367,0.10155066712843087,-0.10387259045106446,0.394204786854862
downside,8,doubles-suit,left_setter,bidder_partner,5-2,161,9.366466985726209,23.06055450439453,-7.701978622756389,0.10903569522764973,-0.1148247501309614,0.36240323683821357
downside,8,doubles-suit,bidder_partner,left_setter,6-3,599,9.362163382698975,27.645063400268555,-7.518561215352933,0.1294373319493428,-0.10984144471981251,0.33257916964782597
downside,3,threes,left_setter,right_setter,1-0,123,9.354420739460767,26.52580451965332,-7.606003644989758,0.1155554518076152,-0.11856912300596392,0.2926594076655052
downside,9,no-trump,left_setter,bidder_partner,1-1,134,9.354267641679565,33.88611602783203,-7.475393059538372,0.11975616922796663,-0.13626257199516048,0.1768320229211088
downside,3,threes,bidder,bidder_partner,2-0,245,9.349858305892166,29.855321884155273,-7.759897319151431,0.11927005546357558,-0.07945208774953225,0.2589436224489796
downside,6,sixes,bidder,left_setter,6-1,150,9.349324353138606,30.779296875,-7.633009906609853,0.09941176073276438,-0.14443696094832073,0.4085430357142861
downside,2,twos,left_setter,right_setter,3-1,192,9.349213798840841,23.66473388671875,-7.66452753295501,0.10610073476982507,-0.12472926842747256,0.32479237971230157
downside,0,blanks,bidder,right_setter,2-0,95,9.344069322159417,31.155494689941406,-7.815116857854943,0.09574386949748977,-0.11411700836921992,0.3302386591478697
downside,1,ones,bidder_partner,right_setter,5-5,378,9.340313397229664,39.85545349121094,-7.660350721349161,0.11737140763730239,-0.10124338206572694,0.36304983938019697
downside,4,fours,right_setter,bidder,5-5,838,9.33434075927962,36.38836669921875,-7.658687376748406,0.10936385999644994,-0.11629700590439612,0.3305333045658596
downside,6,sixes,left_setter,right_setter,6-3,4,9.332197427749634,19.656068801879883,-7.800478458404541,0.059562504291534424,-0.18721875175833702,0.3320416666666667
downside,0,blanks,bidder,right_setter,6-6,512,9.329340428928845,45.407142639160156,-7.773785014636815,0.09212315425708084,-0.12685008943032017,0.28246834019252187
downside,0,blanks,bidder,bidder_partner,5-0,5,9.326705360412598,16.693273544311523,-8.467705345153808,0.08589999675750733,0.0,0.3503166666666667
downside,5,fives,right_setter,bidder_partner,6-4,200,9.32568240404129,32.736480712890625,-7.515394585132599,0.11598750495002605,-0.13004817839711905,0.2994386458333335
downside,8,doubles-suit,right_setter,bidder_partner,4-2,95,9.323815746056406,26.653133392333984,-7.227686863196523,0.135385719907323,-0.1463698919862509,0.27601062030075196
downside,5,fives,bidder,bidder_partner,6-1,297,9.317896802417357,25.709735870361328,-7.834404374613906,0.07336959868807875,-0.14994947087985497,0.31800793650793674
downside,5,fives,left_setter,right_setter,3-2,280,9.317266983645302,44.35190200805664,-8.063677046128682,0.08186559617596297,-0.0869402161400233,0.29943609693877593
downside,0,blanks,bidder,bidder_partner,5-5,72,9.316024872991774,40.38395690917969,-7.6753040419684515,0.11645186691182768,-0.09498872199199265,0.3265568783068783
downside,4,fours,bidder,bidder_partner,6-2,169,9.308409688035413,21.274486541748047,-7.7649539003710775,0.10253183756157282,-0.10362206285918606,0.3024230945336713
downside,2,twos,bidder,left_setter,2-1,113,9.304885682806505,27.348651885986328,-7.951365690315719,0.08283970215506192,-0.10501099811388856,0.441768357564265
downside,6,sixes,bidder_partner,bidder,3-2,292,9.304142757025483,40.651004791259766,-7.560064338657954,0.133031892463045,-0.0826971673243998,0.3073499266144812
downside,1,ones,left_setter,bidder,5-4,35,9.301336022785732,33.73185729980469,-6.587866864885602,0.1815396726131439,-0.17961446877036777,0.29545238095238097
downside,3,threes,right_setter,bidder_partner,6-5,82,9.293333069580358,28.635448455810547,-7.969324007266906,0.08483961852346887,-0.09508230680281796,0.28782963124274097
downside,5,fives,right_setter,bidder,6-4,383,9.289774839000353,31.470239639282227,-7.572844677120837,0.1110013699306141,-0.12126644865388425,0.3669484606179285
downside,8,doubles-suit,left_setter,bidder,3-2,157,9.289283840519607,34.00914001464844,-6.9177735626317896,0.15659006869503458,-0.1611219237374652,0.27192927282377916
downside,5,fives,bidder_partner,right_setter,6-6,491,9.286019041679056,30.238969802856445,-7.541413888911851,0.12025213688993713,-0.10813500597155909,0.37209017069149514
downside,2,twos,right_setter,bidder_partner,4-4,242,9.28175284399474,40.424964904785156,-7.553335361244264,0.11390251363880166,-0.11778784274462271,0.2838754427390789
downside,0,blanks,left_setter,right_setter,2-1,275,9.28160277409987,30.437246322631836,-7.612071075005964,0.10902627467569387,-0.11498283516276966,0.2954083712121213
downside,9,no-trump,bidder_partner,left_setter,6-3,104,9.276707830337378,32.0428466796875,-7.601490158301133,0.11875833244826375,-0.09752686542252867,0.3041114926739928
downside,8,doubles-suit,bidder,bidder_partner,5-0,241,9.275490829064143,28.186397552490234,-8.07472632534771,0.06669300795760763,-0.10612510841680861,0.28598474856747674
downside,2,twos,bidder_partner,bidder,4-0,259,9.262909715700333,37.912288665771484,-7.644002282021129,0.1078651303240695,-0.10788037475112207,0.29687347168597156
downside,8,doubles-suit,right_setter,bidder,5-1,59,9.253516469971608,21.85268211364746,-7.420972494755761,0.11366551200527761,-0.13917778407113027,0.38509211057304266
downside,1,ones,left_setter,right_setter,4-2,184,9.25086459323116,33.26398849487305,-7.637950646488563,0.10166365007487753,-0.11924011576110902,0.31872195263975184
downside,2,twos,bidder_partner,left_setter,6-6,228,9.24976190349512,27.101118087768555,-7.435060874934782,0.13034366717941961,-0.10225141563824493,0.29736497493734343
downside,5,fives,bidder_partner,bidder,6-2,169,9.248612942074883,41.55242919921875,-7.611950486369387,0.1027239070603894,-0.12188467503967557,0.3065720273316427
downside,2,twos,bidder_partner,bidder,4-3,167,9.247604458274955,55.3929328918457,-7.635525111309782,0.1140051185868647,-0.0943906352462102,0.31325926717992586
downside,0,blanks,bidder_partner,right_setter,6-4,179,9.247322403518847,51.39693832397461,-7.657542320603099,0.08478229221928209,-0.14815631593439688,0.4238150937749399
downside,5,fives,bidder,bidder_partner,6-3,198,9.243688806590407,27.618444442749023,-7.882557347567395,0.07081237575656621,-0.1304088033632272,0.3244187409812411
downside,6,sixes,left_setter,bidder_partner,6-3,255,9.241403624590706,33.34702682495117,-7.8025974657021315,0.09311243466115282,-0.10153228038666295,0.3999143615779643
downside,1,ones,left_setter,bidder_partner,6-4,130,9.239836366360004,31.722190856933594,-7.456543507942786,0.11700701063919741,-0.12262147389925443,0.3920277243589742
downside,2,twos,left_setter,bidder_partner,6-4,176,9.23737665062601,46.8864631652832,-7.380068535154516,0.12318863148969038,-0.12507254901257428,0.3918322341720778
downside,4,fours,bidder_partner,bidder,3-2,291,9.237267972882261,26.514448165893555,-7.715146979925149,0.09202187553640612,-0.11977806680954199,0.30137323064964816
downside,1,ones,right_setter,left_setter,6-0,213,9.235888405025285,26.67232894897461,-7.423100922589011,0.11874210314965641,-0.12507210769843607,0.31848781578359037
downside,5,fives,bidder_partner,right_setter,5-2,131,9.232649058786057,22.703821182250977,-7.647868687869939,0.1055860461979102,-0.10573781418808707,0.4240911713922211
downside,1,ones,right_setter,bidder,5-5,612,9.222155378096634,37.786415100097656,-7.342765227641935,0.12331974915210903,-0.12913740979902463,0.3266383588157478
downside,3,threes,left_setter,bidder_partner,6-6,270,9.221579871133521,32.34952926635742,-7.687831910451253,0.09953726081013749,-0.1072135174440013,0.3591654320987655
downside,3,threes,bidder,left_setter,6-6,281,9.221240228181207,33.55721664428711,-7.5470373252956895,0.11539399007957153,-0.10396215005829977,0.35397839349262855
downside,9,no-trump,left_setter,bidder_partner,5-1,19,9.220380155663742,19.822078704833984,-7.793644704316792,0.09418728849605511,-0.0969725251197815,0.3877894736842106
downside,0,blanks,left_setter,right_setter,1-1,90,9.217554036776225,30.374073028564453,-7.27936176194085,0.1251505691606629,-0.13731508950392404,0.27362681878306866
downside,3,threes,left_setter,bidder_partner,6-4,134,9.216652644214346,31.756099700927734,-7.825499144952689,0.09182383857733473,-0.0945731311369298,0.383813144100924
downside,9,no-trump,bidder_partner,left_setter,1-0,29,9.212022896470694,20.91119956970215,-6.926353964312323,0.2073076773306419,-0.04251841439640727,0.2768385673234811
downside,4,fours,right_setter,bidder_partner,5-4,574,9.202966308759896,27.551525115966797,-7.553488200134517,0.10899315814902188,-0.11152180413413754,0.3273892120872738
downside,4,fours,left_setter,right_setter,5-5,67,9.195770171151233,44.805274963378906,-7.0943210018214895,0.14619809522557614,-0.12789361112153352,0.31554779673063255
downside,0,blanks,bidder_partner,left_setter,5-4,28,9.193181378500801,27.81014633178711,-7.639844025884356,0.11003737208167357,-0.09059273850704942,0.32713403486394566
downside,0,blanks,bidder,left_setter,6-4,131,9.191924415471899,35.94894027709961,-7.681781150002516,0.08801337669493332,-0.12545668164388996,0.4078725236277718
downside,5,fives,bidder,bidder_partner,6-2,195,9.191255117685367,36.13975143432617,-7.700167199892875,0.08740533047895999,-0.1234043490452071,0.309257905982906
downside,5,fives,bidder,bidder_partner,5-1,14,9.19106159891401,29.77942657470703,-7.172538995742798,0.10782737817083086,-0.18804978259972163,0.3810372023809524
downside,6,sixes,right_setter,left_setter,3-2,301,9.189518713475858,27.989437103271484,-7.557943939766615,0.10713270971662925,-0.11170484645422114,0.3178607024205029
downside,7,doubles,right_setter,left_setter,4-1,232,9.186717350935114,45.05759811401367,-7.715897093559134,0.09636760192470634,-0.10110189932687529,0.3011761725164205
downside,2,twos,left_setter,bidder_partner,6-5,78,9.185570574723757,40.28448486328125,-7.397227220046214,0.11482750156965967,-0.12801367092208984,0.4024877136752136
downside,7,doubles,left_setter,bidder,6-5,877,9.184110192371747,28.064937591552734,-7.670604194447551,0.10020981751981817,-0.10219388811354194,0.3006813677580497
downside,0,blanks,bidder_partner,left_setter,5-5,230,9.18120752417523,27.776100158691406,-7.379283372215602,0.13129708105584342,-0.09752460838821919,0.31080430900621114
downside,2,twos,bidder_partner,bidder,5-2,17,9.177294338450713,26.712669372558594,-6.55794345631319,0.25758226829416614,-0.008705640540403478,0.32005392156862744
downside,7,doubles,right_setter,left_setter,4-2,97,9.176107767930965,30.30340003967285,-7.83360922090786,0.08447082912712597,-0.09955804741259702,0.3192805749877271
downside,9,no-trump,bidder_partner,bidder,5-4,42,9.175421896434965,35.09287643432617,-7.474300463994344,0.10575711771768208,-0.1269799831678115,0.300984623015873
downside,0,blanks,bidder_partner,left_setter,6-5,42,9.171403031973611,29.343955993652344,-7.461391627788544,0.11468191245304686,-0.11263846614885897,0.27947757227891157
downside,2,twos,left_setter,bidder_partner,4-4,209,9.170041567400881,43.555423736572266,-7.261343758072009,0.12493830852535816,-0.1318629354630646,0.3434704659375711
downside,7,doubles,right_setter,left_setter,1-1,19,9.165381080225893,13.461576461791992,-7.682592166097541,0.09566224628820476,-0.10520699149683903,0.2106359649122806
downside,8,doubles-suit,left_setter,bidder_partner,6-2,117,9.163126511451525,21.147655487060547,-7.37404801702907,0.11963107261476386,-0.11855356412756647,0.3931870675620674
downside,1,ones,bidder_partner,bidder,4-2,173,9.157952839239485,19.47247314453125,-7.55290661244034,0.10528919477597137,-0.11043085720130334,0.2985019439856868
downside,9,no-trump,right_setter,bidder_partner,6-3,131,9.155855568310686,43.841102600097656,-7.454928572851283,0.11273142153606928,-0.1147225513940549,0.2943819747364592
downside,1,ones,left_setter,bidder_partner,2-1,104,9.15443932551604,26.375045776367188,-8.119014173746109,0.06479783871215589,-0.07748935586557938,0.37048400297619033
downside,8,doubles-suit,left_setter,right_setter,5-0,196,9.143401555869044,30.379657745361328,-8.141540381373192,0.062018389709065765,-0.07633545633633526,0.27727686163751225
downside,8,doubles-suit,bidder_partner,left_setter,5-2,167,9.14151445869914,24.873842239379883,-7.587069817288907,0.10391012754104474,-0.10306868124906599,0.32112451881950393
downside,7,doubles,bidder,bidder_partner,4-2,197,9.139024175363144,27.098894119262695,-7.559351124739284,0.1119536131067582,-0.09153911244445646,0.3098221235194584
downside,8,doubles-suit,left_setter,bidder_partner,6-1,39,9.137611169081469,47.475486755371094,-7.2430512477190065,0.12387912854170188,-0.13115373368446642,0.3676260683760684
downside,9,no-trump,right_setter,bidder,3-2,119,9.136812877254325,35.412288665771484,-7.30136897183266,0.11935325831707035,-0.12822469677619575,0.3736761454581831
downside,5,fives,left_setter,bidder_partner,5-2,181,9.127284288406372,32.782161712646484,-7.481797816345046,0.10534482806900423,-0.11840624716235788,0.4353604643514865
